시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,NO,동,매수자,매도자,해제사유발생일,거래유형,중개사소재지,등기일자,주택유형
경상남도 창원의창구 용호동,66,66,0,일동,59.61,201501,31,"        25,000",4,1986,외동반림로 216,,,,,,,,,
경상남도 창원의창구 중동,407-2,407,2,성동,64.16,201501,5,"        16,800",6,1995,의안로 15,,,,,,,,,
경상남도 창원의창구 팔용동,185-8,185,8,국제빌라,70.5,201501,30,"        12,000",6,1991,의창대로156번길 15-14,,,,,,,,,
경상남도 창원의창구 팔용동,124-1,124,1,극동,108.72,201501,8,"        27,500",12,1994,팔용로 446,,,,,,,,,
경상남도 창원의창구 팔용동,124-1,124,1,극동,59.34,201501,8,"        17,500",4,1994,팔용로 446,,,,,,,,,
경상남도 창원의창구 팔용동,124-1,124,1,극동,59.34,201501,10,"        17,700",11,1994,팔용로 446,,,,,,,,,
경상남도 창원의창구 팔용동,124-1,124,1,극동,49.905,201501,17,"        14,900",2,1994,팔용로 446,,,,,,,,,
경상남도 창원의창구 팔용동,124-1,124,1,극동,59.34,201501,17,"        17,350",11,1994,팔용로 446,,,,,,,,,
경상남도 창원의창구 팔용동,124-1,124,1,극동,49.905,201501,20,"        15,900",4,1994,팔용로 446,,,,,,,,,
경상남도 창원의창구 팔용동,124-1,124,1,극동,84.88,201501,20,"        27,000",16,1994,팔용로 446,,,,,,,,,
경상남도 창원의창구 팔용동,124-1,124,1,극동,108.72,201501,29,"        31,000",14,1994,팔용로 446,,,,,,,,,
경상남도 창원의창구 대원동,80-1,80,1,대동1차황토방,84.87,201501,27,"        25,500",4,1999,창원대로 548,,,,,,,,,
경상남도 창원의창구 대원동,80-1,80,1,대동1차황토방,84.87,201501,3,"        25,000",4,1999,창원대로 548,,,,,,,,,
경상남도 창원의창구 대원동,80-1,80,1,대동1차황토방,84.47,201501,3,"        24,400",1,1999,창원대로 548,,,,,,,,,
경상남도 창원의창구 대원동,80-1,80,1,대동1차황토방,120.93,201501,19,"        27,500",7,1999,창원대로 548,,,,,,,,,
경상남도 창원의창구 대원동,42-3,42,3,경남,51.96,201502,5,"        19,000",2,1985,두대로 31,,,,,,,,,
경상남도 창원의창구 대원동,42-3,42,3,경남,51.96,201502,4,"        16,700",2,1985,두대로 31,,,,,,,,,
경상남도 창원의창구 대원동,42-3,42,3,경남,51.96,201502,27,"        20,200",2,1985,두대로 31,,,,,,,,,
경상남도 창원의창구 대원동,42-3,42,3,경남,51.96,201502,26,"        19,500",3,1985,두대로 31,,,,,,,,,
경상남도 창원의창구 대원동,42-3,42,3,경남,51.96,201502,16,"        18,300",2,1985,두대로 31,,,,,,,,,
경상남도 창원의창구 팔용동,125,125,0,벽산블루밍C단지,74.01,201502,28,"        25,500",9,1999,남산로 20,,,,,,,,,
경상남도 창원의창구 팔용동,125,125,0,벽산블루밍C단지,84.905,201502,25,"        30,900",7,1999,남산로 20,,,,,,,,,
경상남도 창원의창구 팔용동,125,125,0,벽산블루밍C단지,59.97,201502,23,"        23,700",8,1999,남산로 20,,,,,,,,,
경상남도 창원의창구 팔용동,124-1,124,1,극동,108.72,201502,5,"        29,100",11,1994,팔용로 446,,,,,,,,,
경상남도 창원의창구 팔용동,124-1,124,1,극동,108.72,201502,4,"        30,500",10,1994,팔용로 446,,,,,,,,,
경상남도 창원의창구 대원동,41-1,41,1,대원,59.31,201502,25,"        22,400",5,1984,대원로93번길 11,,,,,,,,,
경상남도 창원의창구 동읍 용정리,21-7,21,7,동부산훼미리타운5차,59.8579,201502,10,"        12,400",4,2000,용정길46번길 24,,,,,,,,,
경상남도 창원의창구 동읍 용잠리,250,250,0,삼진,42.64,201502,2,"         5,650",3,1989,의창대로915번길 8,,,,,,,,,
경상남도 창원의창구 동읍 용잠리,419,419,0,신안맨션,84.95,201502,10,"        14,000",2,1997,동읍로 7,,,,,,,,,
경상남도 창원의창구 동읍 용정리,21-7,21,7,동부산훼미리타운5차,59.8579,201502,28,"        13,500",13,2000,용정길46번길 24,,,,,,,,,
경상남도 창원의창구 동읍 용정리,22-2,22,2,동부산3,81.2124,201502,10,"        15,000",2,1999,용정길46번길 32,,,,,,,,,
경상남도 창원의창구 동읍 용잠리,372-1,372,1,원창호수,65.16,201502,21,"        11,800",14,2001,의창대로 856,,,,,,,,,
경상남도 창원의창구 동읍 용정리,20-3,20,3,성진까치빌라트2,58.02,201502,5,"         8,500",4,1993,용정길46번길 35,,,,,,,,,
경상남도 창원의창구 동정동,288,288,0,오성,41.79,201502,13,"        11,500",1,1996,서상로 27,,,,,,,,,
경상남도 창원의창구 동정동,288,288,0,오성,84.72,201502,4,"        21,800",2,1996,서상로 27,,,,,,,,,
경상남도 창원의창구 동읍 신방리,52,52,0,대한,59.88,201502,12,"        12,300",7,1997,신방로 17,,,,,,,,,
경상남도 창원의창구 동읍 신방리,52,52,0,대한,84.96,201502,10,"        18,000",8,1997,신방로 17,,,,,,,,,
경상남도 창원의창구 동읍 신방리,52,52,0,대한,84.96,201502,6,"        16,600",18,1997,신방로 17,,,,,,,,,
경상남도 창원의창구 동읍 신방리,52,52,0,대한,84.96,201502,3,"        13,200",1,1997,신방로 17,,,,,,,,,
경상남도 창원의창구 팔용동,124-1,124,1,극동,59.34,201502,13,"        16,700",1,1994,팔용로 446,,,,,,,,,
경상남도 창원의창구 동읍 무성리,152,152,0,우성전원,66.385,201502,24,"         6,700",3,1991,무성길47번길 17,,,,,,,,,
경상남도 창원의창구 팔용동,122,122,0,벽산블루밍B,84.905,201502,27,"        34,000",12,1999,반계로 104-8,,,,,,,,,
경상남도 창원의창구 팔용동,122,122,0,벽산블루밍B,59.97,201502,11,"        25,550",14,1999,반계로 104-8,,,,,,,,,
경상남도 창원의창구 팔용동,122,122,0,벽산블루밍B,74.01,201502,9,"        30,000",8,1999,반계로 104-8,,,,,,,,,
경상남도 창원의창구 팔용동,122,122,0,벽산블루밍B,84.905,201502,9,"        34,000",16,1999,반계로 104-8,,,,,,,,,
경상남도 창원의창구 팔용동,122,122,0,벽산블루밍B,84.905,201502,6,"        29,600",18,1999,반계로 104-8,,,,,,,,,
경상남도 창원의창구 동읍 용정리,20-13,20,13,성진까치빌라트5,82.98,201502,13,"        12,500",15,1997,용정길46번길 53,,,,,,,,,
경상남도 창원의창구 동읍 용정리,20-3,20,3,성진까치빌라트2,58.02,201502,23,"         8,500",11,1993,용정길46번길 35,,,,,,,,,
경상남도 창원의창구 동읍 용정리,20-3,20,3,성진까치빌라트2,58.02,201502,9,"         8,300",14,1993,용정길46번길 35,,,,,,,,,
경상남도 창원의창구 동정동,300-7,300,7,성신,84.29,201502,23,"        16,800",3,1991,의창대로139번길 13,,,,,,,,,
경상남도 창원의창구 동정동,305-3,305,3,무학,83.97,201502,9,"        17,000",2,1990,서상로11번길 14,,,,,,,,,
경상남도 창원의창구 동정동,536-2,536,2,남아그린타워,59.965,201502,11,"        16,000",11,1997,동정길 7,,,,,,,,,
경상남도 창원의창구 용호동,66,66,0,일동,50.99,201502,28,"        23,000",1,1986,외동반림로 216,,,,,,,,,
경상남도 창원의창구 용호동,66,66,0,일동,59.61,201502,24,"        26,450",5,1986,외동반림로 216,,,,,,,,,
경상남도 창원의창구 용호동,66,66,0,일동,50.99,201502,9,"        21,000",5,1986,외동반림로 216,,,,,,,,,
경상남도 창원의창구 용호동,66,66,0,일동,59.61,201502,6,"        24,500",1,1986,외동반림로 216,,,,,,,,,
경상남도 창원의창구 용호동,66,66,0,일동,50.99,201502,3,"        22,200",1,1986,외동반림로 216,,,,,,,,,
경상남도 창원의창구 대원동,81,81,0,대원파크빌,52.92,201502,13,"        12,500",8,1997,삼동로 121,,,,,,,,,
경상남도 창원의창구 대원동,81,81,0,대원파크빌,52.92,201502,12,"        14,700",3,1997,삼동로 121,,,,,,,,,
경상남도 창원의창구 대원동,81,81,0,대원파크빌,52.92,201502,12,"        12,500",11,1997,삼동로 121,,,,,,,,,
경상남도 창원의창구 대원동,81,81,0,대원파크빌,52.92,201502,8,"        13,900",6,1997,삼동로 121,,,,,,,,,
경상남도 창원의창구 대원동,81,81,0,대원파크빌,52.92,201502,7,"        14,450",5,1997,삼동로 121,,,,,,,,,
경상남도 창원의창구 동읍 신방리,52,52,0,대한,59.88,201502,27,"        11,500",6,1997,신방로 17,,,,,,,,,
경상남도 창원의창구 도계동,340-1,340,1,해바라기맨션,79.47,201502,2,"        21,500",3,1989,도계로50번길 6-25,,,,,,,,,
경상남도 창원의창구 도계동,339,339,0,한효해바라기,84.9,201502,4,"        25,500",4,1990,도계로50번길 6-33,,,,,,,,,
경상남도 창원의창구 도계동,329,329,0,한마음코아,49.44,201502,18,"        14,300",5,1992,도계로50번길 6-46,,,,,,,,,
경상남도 창원의창구 도계동,329,329,0,한마음코아,49.44,201502,9,"        14,700",12,1992,도계로50번길 6-46,,,,,,,,,
경상남도 창원의창구 도계동,329,329,0,한마음코아,49.44,201502,5,"        14,400",13,1992,도계로50번길 6-46,,,,,,,,,
경상남도 창원의창구 명서동,27,27,0,두산위브,103.58,201502,14,"        47,300",3,2011,도계로 135,,,,,,,,,
경상남도 창원의창구 명서동,27,27,0,명곡두산위브,137.86,201502,11,"        52,600",9,2010,도계로 135,,,,,,,,,
경상남도 창원의창구 도계동,362-1,362,1,한울파크맨션,73.26,201502,11,"        17,000",4,1991,하남천동길50번길 9,,,,,,,,,
경상남도 창원의창구 팔용동,123-1,123,1,벽산블루밍A,59.97,201502,17,"        25,200",9,2000,반계로 104-9,,,,,,,,,
경상남도 창원의창구 팔용동,123-1,123,1,벽산블루밍A,84.905,201502,10,"        34,400",7,2000,반계로 104-9,,,,,,,,,
경상남도 창원의창구 명서동,27,27,0,명곡두산위브,137.98,201502,18,"        53,800",12,2010,도계로 135,,,,,,,,,
경상남도 창원의창구 명서동,27,27,0,명곡두산위브,168.18,201502,14,"        64,500",9,2010,도계로 135,,,,,,,,,
경상남도 창원의창구 도계동,315-4,315,4,태백산빌라2,44.51,201502,14,"         9,800",4,1996,도계두리길 72,,,,,,,,,
경상남도 창원의창구 도계동,319-2,319,2,초원빌라,69.6,201502,6,"        13,850",3,1992,도계두리길 120,,,,,,,,,
경상남도 창원의창구 봉곡동,66,66,0,늘푸른마을코오롱,59.369,201502,5,"        23,700",8,1999,서곡길 133,,,,,,,,,
경상남도 창원의창구 봉곡동,66,66,0,늘푸른마을코오롱,84.384,201502,5,"        28,400",7,1999,지귀로95번길 7,,,,,,,,,
경상남도 창원의창구 봉곡동,66,66,0,늘푸른마을코오롱,84.384,201502,3,"        26,500",2,1999,지귀로95번길 7,,,,,,,,,
경상남도 창원의창구 봉곡동,66,66,0,늘푸른마을코오롱,84.384,201502,2,"        28,500",10,1999,지귀로95번길 7,,,,,,,,,
경상남도 창원의창구 팔용동,123-1,123,1,벽산블루밍A,84.905,201502,28,"        34,700",9,2000,반계로 104-9,,,,,,,,,
경상남도 창원의창구 팔용동,123-1,123,1,벽산블루밍A,59.97,201502,28,"        25,800",11,2000,반계로 104-9,,,,,,,,,
경상남도 창원의창구 봉곡동,66,66,0,늘푸른마을코오롱,84.384,201502,24,"        26,200",2,1999,지귀로95번길 7,,,,,,,,,
경상남도 창원의창구 봉곡동,66,66,0,늘푸른마을코오롱,84.384,201502,23,"        28,500",3,1999,지귀로95번길 7,,,,,,,,,
경상남도 창원의창구 도계동,329,329,0,한마음코아,49.44,201502,27,"        14,200",1,1992,도계로50번길 6-46,,,,,,,,,
경상남도 창원의창구 봉곡동,66,66,0,늘푸른마을코오롱,84.384,201502,14,"        28,000",10,1999,지귀로95번길 7,,,,,,,,,
경상남도 창원의창구 도계동,415-5,415,5,영남양지맨션,84.74,201502,24,"        18,500",5,1992,도계로95번길 14-16,,,,,,,,,
경상남도 창원의창구 도계동,394-19,394,19,영남3,77.49,201502,24,"        13,000",2,1991,도계두리길 174,,,,,,,,,
경상남도 창원의창구 북면 감계리,230-1,230,1,창원감계힐스테이트1차,101.8508,201502,2,"        35,800",11,2014,동전로 86,,,,,,,,,
경상남도 창원의창구 봉림동,715,715,0,엘에이치피닉스포레,84.99,201502,25,"        35,500",1,2011,대봉로 27,,,,,,,,,
경상남도 창원의창구 봉림동,715,715,0,엘에이치피닉스포레,84.99,201502,7,"        36,900",6,2011,대봉로 27,,,,,,,,,
경상남도 창원의창구 북면 무동리,155-1,155,1,창원무동STX KAN 2차,84.99,201502,16,"        23,318",3,2015,무동로267번길 10,,,,,,,,,
경상남도 창원의창구 북면 무동리,155-1,155,1,창원무동STX KAN 2차,84.99,201502,16,"        22,820",4,2015,무동로267번길 10,,,,,,,,,
경상남도 창원의창구 북면 감계리,230-1,230,1,창원감계힐스테이트1차,84.9601,201502,8,"        30,200",15,2014,동전로 86,,,,,,,,,
경상남도 창원의창구 도계동,321-2,321,2,유성빌라(321-2),67.57,201502,9,"        10,000",5,1990,하남천서길51번길 15,,,,,,,,,
경상남도 창원의창구 도계동,423-1,423,1,영남초원,72.495,201502,15,"        16,650",4,1991,태복산로11번길 27,,,,,,,,,
경상남도 창원의창구 북면 무동리,155-1,155,1,창원무동STX KAN 2차,84.99,201502,23,"        23,469",3,2015,무동로267번길 10,,,,,,,,,
경상남도 창원의창구 북면 무동리,155-1,155,1,창원무동STX KAN 2차,84.99,201502,20,"        23,869",4,2015,무동로267번길 10,,,,,,,,,
경상남도 창원의창구 북면 무동리,144-1,144,1,창원무동지구휴먼빌3단지,84.957,201502,9,"        24,890",2,2014,무동로226번길 19,,,,,,,,,
경상남도 창원의창구 대원동,81,81,0,대원파크빌,52.92,201502,28,"        14,200",10,1997,삼동로 121,,,,,,,,,
경상남도 창원의창구 대원동,81,81,0,대원파크빌,52.92,201502,28,"        14,200",11,1997,삼동로 121,,,,,,,,,
경상남도 창원의창구 대원동,81,81,0,대원파크빌,52.92,201502,25,"        14,500",7,1997,삼동로 121,,,,,,,,,
경상남도 창원의창구 대원동,81,81,0,대원파크빌,52.92,201502,25,"        14,400",7,1997,삼동로 121,,,,,,,,,
경상남도 창원의창구 대원동,81,81,0,대원파크빌,52.92,201502,14,"        13,800",4,1997,삼동로 121,,,,,,,,,
경상남도 창원의창구 북면 무동리,155-1,155,1,창원무동STX KAN 2차,84.99,201502,28,"        22,918",2,2015,무동로267번길 10,,,,,,,,,
경상남도 창원의창구 도계동,413-3,413,3,신우빌라,78.16,201502,11,"        14,300",5,1991,도계로83번길 10-12,,,,,,,,,
경상남도 창원의창구 도계동,316-1,316,1,신세계맨션,84.885,201502,9,"        19,000",2,1992,도계두리길 96,,,,,,,,,
경상남도 창원의창구 도계동,313-15,313,15,장미,49.2,201502,3,"        11,800",9,1997,하남천서길15번길 20,,,,,,,,,
경상남도 창원의창구 도계동,414-9,414,9,무지개파크,62.93,201502,10,"        12,900",5,1990,도계로83번길 14-20,,,,,,,,,
경상남도 창원의창구 도계동,363-3,363,3,성산그린빌라,59.58,201502,25,"        11,500",5,1994,하남천동길 56-15,,,,,,,,,
경상남도 창원의창구 북면 신촌리,905-6,905,6,신우,84.72,201502,21,"        15,300",14,1999,신촌본포로 12-10,,,,,,,,,
경상남도 창원의창구 도계동,314-12,314,12,리코마리나빌라,54.33,201502,14,"         9,300",6,1995,도계두리길86번길 16,,,,,,,,,
경상남도 창원의창구 도계동,415-2,415,2,더좋은집2,39.59,201502,21,"        11,000",4,1999,도계두리길 218,,,,,,,,,
경상남도 창원의창구 도계동,415-2,415,2,더좋은집2,39.15,201502,10,"         8,500",6,1999,도계두리길 218,,,,,,,,,
경상남도 창원의창구 북면 신촌리,995-1,995,1,대호,59.83,201502,9,"        10,300",3,1998,천주로 1053,,,,,,,,,
경상남도 창원의창구 용호동,67-2,67,2,무학,56.43,201502,27,"        26,000",4,1987,외동반림로 200,,,,,,,,,
경상남도 창원의창구 용호동,67-2,67,2,무학,50.48,201502,25,"        22,500",3,1987,외동반림로 200,,,,,,,,,
경상남도 창원의창구 용호동,67-2,67,2,무학,56.43,201502,24,"        26,300",1,1987,외동반림로 200,,,,,,,,,
경상남도 창원의창구 용호동,67-2,67,2,무학,56.43,201502,24,"        23,750",4,1987,외동반림로 200,,,,,,,,,
경상남도 창원의창구 용호동,67-2,67,2,무학,56.43,201502,10,"        24,000",5,1987,외동반림로 200,,,,,,,,,
경상남도 창원의창구 용호동,67-2,67,2,무학,56.43,201502,7,"        25,370",2,1987,외동반림로 200,,,,,,,,,
경상남도 창원의창구 용호동,62,62,0,롯데2단지,55.65,201502,10,"        31,600",2,1987,용지로239번길 19-30,,,,,,,,,
경상남도 창원의창구 용호동,62,62,0,롯데2단지,55.65,201502,6,"        31,950",1,1987,용지로239번길 19-30,,,,,,,,,
경상남도 창원의창구 도계동,396-7,396,7,삼호빌라,121.41,201502,6,"        31,000",8,1993,도계로 75,,,,,,,,,
경상남도 창원의창구 북면 신촌리,960-1,960,1,신한2,84.87,201502,25,"        10,000",5,1998,천주로 1103,,,,,,,,,
경상남도 창원의창구 도계동,420-4,420,4,국도그린맨션,65.94,201502,9,"        17,600",6,1997,원이대로103번길 25,,,,,,,,,
경상남도 창원의창구 도계동,322-3,322,3,강남훼미리,59.4,201502,26,"        15,450",9,1997,하남천서길21번길 8-14,,,,,,,,,
경상남도 창원의창구 도계동,311-21,311,21,강남뉴라이자,79.75,201502,17,"        17,500",5,1993,하남천서길9번길 13,,,,,,,,,
경상남도 창원의창구 북면 신촌리,905-6,905,6,신우,84.72,201502,17,"        13,800",4,1999,신촌본포로 12-10,,,,,,,,,
경상남도 창원의창구 북면 화천리,807,807,0,삼우,84.87,201502,3,"        14,000",9,1997,천주로613번길 5,,,,,,,,,
경상남도 창원의창구 대원동,38,38,0,현대정공사원아파트,50.35,201502,28,"        16,950",2,1979,대원로93번길 24,,,,,,,,,
경상남도 창원의창구 대원동,38,38,0,현대정공사원아파트,75.71,201502,23,"        28,000",2,1979,대원로93번길 24,,,,,,,,,
경상남도 창원의창구 대원동,38,38,0,현대정공사원아파트,56.46,201502,10,"        26,500",3,1979,대원로93번길 22,,,,,,,,,
